name,abn,total_income,taxable_income,tax_payable,income_year,postcode
TERUMO AUSTRALIA PTY LIMITED,34158693595,131740270,17217523.0,5165257.0,2021-22,2113
TESLA MOTORS AUSTRALIA PTY LIMITED,68142889816,1289017725,26298770.0,7889631.0,2021-22,2060
TETRA PAK MANUFACTURING PTY LIMITED,50004435901,147005683,3045653.0,913352.0,2021-22,3122
TETRA TECH HOLDINGS PTY LTD,98623346225,100129988,19560569.0,5868171.0,2021-22,2060
TEVA PHARMACEUTICALS AUSTRALIA PTY LTD,98002951877,104881239,6403248.0,,2021-22,2113
TEXCO CONSTRUCTION (VIC) PTY LTD,89626365071,222556840,6009958.0,1802987.0,2021-22,3123
TEYS AUSTRALIA PTY LTD,38009872600,2785610743,175214147.0,43427496.0,2021-22,4207
TFG RETAILERS PTY LIMITED,90612634312,640728865,59695677.0,17908703.0,2021-22,2017
TGM HOLDCO PTY LTD,72629957884,213191949,35296813.0,10589044.0,2021-22,2015
THALES AUSTRALIA HOLDINGS PTY LTD,84058583841,1849145927,164368856.0,40509432.0,2021-22,2127
THE AUSTCORP GROUP (AUSTRALIA) PTY LTD,81080926414,219064000,16723874.0,4499002.0,2021-22,3185
THE BANK OF NOVA SCOTIA,34133513827,633960898,53060030.0,15918009.0,2021-22,2000
THE BLACKSTONE GROUP (AUSTRALIA) PTY LIMITED,53149142058,100897104,4340385.0,1302116.0,2021-22,2000
THE BODY SHOP AUSTRALIA PTY LTD,47602683349,135917394,3462011.0,1038603.0,2021-22,3145
THE BOSTON CONSULTING GROUP PTY LTD,70007347131,333921819,83385501.0,25015650.0,2021-22,3000
THE BROWN & HURLEY GROUP PTY. LTD.,66010732966,601877890,34199660.0,10259898.0,2021-22,4208
THE DEMPSEY GROUP PTY LTD,16004722936,309577005,61704751.0,18478768.0,2021-22,3122
THE EPOCH HOLDING GROUP PTY LTD,54169456517,282930399,,,2021-22,2000
THE FOURTH FORCE PTY LTD,22084438773,544066508,1878529.0,563559.0,2021-22,5031
THE GEO GROUP AUSTRALASIA PTY LIMITED,79051914688,419850276,15383901.0,4615170.0,2021-22,2000
THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,65117925970,447559149,204678582.0,61403575.0,2021-22,2000
THE HOUR GLASS (AUSTRALIA) PTY LTD,64010831713,195161238,41263052.0,12378916.0,2021-22,2000
THE INDEPENDENT LIQUOR GROUP (SUPPLIERS) CO-OPERATIVE LTD,63629864769,434729870,775011.0,232503.0,2021-22,2759
THE INDEPENDENT LIQUOR GROUP DISTRIBUTION CO-OP LTD,70252541400,442371506,,,2021-22,2759
THE LOTTERY CORPORATION LIMITED,21081925706,274369351,43152475.0,12748026.0,2021-22,3008
THE MAYO GROUP INTERNATIONAL PTY LIMITED,46008394876,243153245,32603217.0,9515104.0,2021-22,2170
THE NORTHERN TRUST COMPANY,62126279918,170824101,88126199.0,26437860.0,2021-22,3000
THE NUANCE GROUP (AUSTRALIA) PTY LTD,54068215341,101464048,,,2021-22,2605
THE QUANTIUM GROUP HOLDINGS PTY LIMITED,29121842957,205692346,28176921.0,6279605.0,2021-22,2000
THE REJECT SHOP LIMITED,33006122676,800479967,1130204.0,339061.0,2021-22,3031
THE ROYAL AUTOMOBILE CLUB OF QUEENSLAND LIMITED,72009660575,174318424,,,2021-22,4113
THE ROYAL AUTOMOBILE CLUB OF TASMANIA LIMITED,62009475861,179827538,3547963.0,,2021-22,7000
THE ROYAL AUTOMOBILE CLUB OF WA (INC),33212133120,1252292720,69093189.0,19035838.0,2021-22,6005
THE STAR ENTERTAINMENT GROUP LIMITED,85149629023,1542626238,,,2021-22,4000
THE SWATCH GROUP (AUSTRALIA) PTY LTD,20004287110,106236900,7959375.0,2387813.0,2021-22,3121
THE TRUSTEE FOR QIC GLOBAL INFRASTRUCTURE FUND TAYLOR AIV TRUST,11454629109,161019001,,,2021-22,4000
THE VICTORIA CARPET COMPANY PTY LTD,14004304956,200486480,16174446.0,4852334.0,2021-22,3175
THE VILLAGE BUILDING CO. LIMITED,97056509025,208331858,15768616.0,4716333.0,2021-22,2911
THE WALT DISNEY COMPANY (AUSTRALIA) PTY LTD,30054610025,659548635,4165837.0,,2021-22,3121
THERMO ELECTRON AUSTRALIA PTY LTD,44109074115,504005052,37514705.0,5404757.0,2021-22,3179
THIESS GROUP HOLDINGS PTY LTD,34646054757,2405027343,91619484.0,21311934.0,2021-22,4101
THINK CHILDCARE PTY LTD,81600793388,128819839,13349690.0,4004907.0,2021-22,4012
THINKSMART PTY LTD,24092319698,112140866,,,2021-22,6008
THOMAS FOODS INTERNATIONAL CONSOLIDATED PTY LTD,20105099849,1706394951,198070231.0,57973081.0,2021-22,5067
THOMSON REUTERS (AUSTRALIA) PTY LTD,87058914766,188040690,17018074.0,5105422.0,2021-22,2009
THORNEY INVESTMENT GROUP AUSTRALIA PTY LTD,37117488892,336782670,,,2021-22,3000
THOUGHTWORKS AUSTRALIA PTY LTD,99088279761,240862516,2361250.0,708375.0,2021-22,2000
THRYV AUSTRALIA HOLDINGS PTY LTD,89638633342,172988081,44587942.0,12614598.0,2021-22,2000
THYSSENKRUPP MATERIALS AUSTRALIA PTY LTD,94078033520,700824094,8040606.0,,2021-22,2067
TIANQI LITHIUM ENERGY AUSTRALIA PTY LTD,24862057747,335725592,69210912.0,,2021-22,6000
TIANQI LITHIUM HOLDINGS PTY LTD,11622763919,1082335402,59049269.0,,2021-22,6005
TIFFANY & CO (AUSTRALIA) PTY LIMITED,93128219554,172527474,10878384.0,3263515.0,2021-22,2000
TILLING TIMBER PTY LTD,92004621121,220218600,31140028.0,9342008.0,2021-22,3137
TIMBERLINK AUSTRALIA PTY LTD,12161713015,384970196,83728638.0,19576147.0,2021-22,3179
TIVOLI INVESTMENTS PTY LTD,90165718070,275116957,100773.0,,2021-22,4076
TJX AUSTRALIA HOLDING COMPANY PTY LTD,58605889843,460374306,,,2021-22,2020
TK ELEVATOR AUSTRALIA PTY LIMITED,12073056149,173427028,516939.0,155082.0,2021-22,2015
TOKYO GAS AUSTRALIA PTY LTD,46102349557,547906507,66864350.0,,2021-22,6000
TOKYO TIMOR SEA RESOURCES PTY LTD,39000751593,226059068,,,2021-22,6000
TOLL HOLDINGS PTY LIMITED,25006592089,4262665267,,,2021-22,3182
TOMKINS COMMERCIAL & INDUSTRIAL BUILDERS PTY LTD,98061732778,206570245,,,2021-22,4014
TOMRA CLEANAWAY PTY LIMITED,43620427116,200497514,,,2021-22,2766
TOPCO INVESTMENTS AUSTRALIA PTY LIMITED,78622116992,672192866,,,2021-22,2065
TORO AUSTRALIA PTY LTD,47001310443,236816871,17528227.0,5258468.0,2021-22,5009
TOSHIBA (AUSTRALIA) PTY LIMITED,19001320421,118165840,8570.0,,2021-22,2113
TOSHIBA INTERNATIONAL CORPORATION PTY LTD,29001555068,160160575,5596264.0,1678248.0,2021-22,2153
TOTAL STEEL OF AUSTRALIA PTY LTD,34001201850,128746271,20880739.0,6264222.0,2021-22,2233
TOTAL TOOLS HOLDINGS PTY LTD,57138595525,191770915,44240466.0,10825426.0,2021-22,3207
TOTALENERGIES EP AUSTRALIA,96832035151,234304792,,,2021-22,3000
TOTALENERGIES EP HOLDINGS AUSTRALIA PTY LTD,11602975619,2391482571,,,2021-22,3000
TOWER SOFTWARE ENGINEERING PTY LTD,81008602739,1923289458,96079940.0,28823982.0,2021-22,3131
TOYO TYRE AUSTRALIA PTY LTD,93000767279,214817675,62605002.0,18781501.0,2021-22,2566
TOYOTA MATERIAL HANDLING AUSTRALIA PTY LIMITED,38104644635,538083002,59719658.0,17915897.0,2021-22,2170
TOYOTA MOTOR CORPORATION AUSTRALIA LIMITED,64009686097,11889734418,972652268.0,289264950.0,2021-22,3207
TOYOTA TSUSHO SOUTH PACIFIC HOLDINGS PTY LTD,82050105443,160709478,15823979.0,776057.0,2021-22,4101
TPC CONSOLIDATED LIMITED,99073079268,134879235,11436028.0,3430808.0,2021-22,2000
TPG TELECOM LIMITED,76096304620,5365805601,,,2021-22,2000
TP-LINK AUSTRALIA PTY LTD,27146745173,102918252,19807861.0,5942358.0,2021-22,2116
TRADEZONE PTY LTD,39103815130,201593185,4194992.0,1258498.0,2021-22,4212
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,40062135844,182327341,50158934.0,13999411.0,2021-22,6000
TRANSATLANTIC REINSURANCE COMPANY,96096053226,107678761,4366044.0,,2021-22,2000
TRANSDEV AUSTRALASIA PTY LTD,40079303816,544406882,52826017.0,15824452.0,2021-22,3000
TRANSURBAN HOLDINGS LIMITED,86098143429,2700134704,,,2021-22,3000
TRANSURBAN QUEENSLAND FINANCE PTY LIMITED,16169093850,267553574,,,2021-22,3008
TRANSURBAN QUEENSLAND HOLDINGS 1 PTY LTD,64169090804,677940051,,,2021-22,3008
TRAVELEX AUSTRALIA HOLDINGS PTY LTD,98105260035,387152250,,,2021-22,2000
TREASURY WINE ESTATES LIMITED,24004373862,1418396305,227953420.0,65487422.0,2021-22,3000
TREK BICYCLE CORPORATION (AUSTRALIA) PTY LTD,56143457998,111345674,4957552.0,1487266.0,2021-22,2609
TRELLEBORG HOLDINGS AUSTRALIA PTY LTD,49096223568,122067912,,,2021-22,3165
TREND MICRO AUSTRALIA PTY LTD,70077055817,237921227,64811188.0,2912296.0,2021-22,2060
TRILITY GROUP PTY LTD,39144522565,120376591,8817324.0,1788054.0,2021-22,5000
TRINA SOLAR (AUSTRALIA) PTY LTD,24150695524,301285348,2107321.0,632196.0,2021-22,2113
TRONOX LIMITED,91153348111,1504651830,,,2021-22,6167
TRU BLU BEVERAGES PTY LIMITED,77151411764,271942782,,,2021-22,2200
TRUCK CENTRE (WA) PTY LTD,19120476879,246799976,12900342.0,3870103.0,2021-22,6055
TRUE ALLIANCE PTY LIMITED,25098282001,248621859,7480624.0,2242762.0,2021-22,2015
TRUSTEE FOR NORTH QUEENSLAND AIRPORTS NO. 2 (MACKAY) TRUST,11805258426,121932188,,,2021-22,4870
TULLY SUGAR LIMITED,92011030256,181096756,2379573.0,155191.0,2021-22,4854
TURI FOODS PTY LTD,29057142971,558370934,8118047.0,2435414.0,2021-22,3074
TURNER & TOWNSEND PTY LTD,84115688830,227902296,27220047.0,8166014.0,2021-22,4000
TUROSI FARMING PTY LTD,43626773126,271774558,,,2021-22,3074
TUTT BRYANT GROUP LIMITED,89009242675,402832351,,,2021-22,2127
TVS SUPPLY CHAIN SOLUTIONS AUSTRALIA HOLDINGS PTY LTD,86607085496,164821812,1834929.0,548601.0,2021-22,3194
TW CYBER SECURITY PTY LTD,45625409958,109358967,7684453.0,2305336.0,2021-22,2000
TYNAN MOTORS HOLDINGS PTY LTD,15002448446,290346069,18215392.0,5220322.0,2021-22,2232
TYREE HOLDINGS PTY LIMITED,19100884599,238804819,13587870.0,4076361.0,2021-22,2575
TYRO PAYMENTS LIMITED,49103575042,326325497,,,2021-22,2000
U & D COAL LIMITED,19165894806,112035268,,,2021-22,4000
UACJ AUSTRALIA PTY LTD,82005579840,150007486,,,2021-22,3000
UBER AUSTRALIA HOLDINGS PTY LTD,54622364318,2068325051,59316488.0,17794946.0,2021-22,2000
UBS AG AUSTRALIA BRANCH,47088129613,634762222,113661038.0,34098311.0,2021-22,2000
UBS HOLDINGS PTY LTD,50050101249,459310979,193358748.0,58007624.0,2021-22,2000
UCC COFFEE AUSTRALIA LIMITED,49000254660,116915886,5339668.0,1601900.0,2021-22,2137
UGL UNIPART RAIL SERVICES PTY LTD,49154895940,204526756,17167023.0,5150107.0,2021-22,2060
ULLRICH ALUMINIUM PTY. LIMITED,70001697445,165831834,16327908.0,4518428.0,2021-22,4300
UNICHARM AUSTRALASIA HOLDING PTY LTD,56114210794,119195605,6755368.0,2026610.0,2021-22,3194
UNILEVER AUSTRALIA GROUP PTY LTD,13614413179,1134259232,110015619.0,33004686.0,2021-22,2000
UNIQLO AUSTRALIA PTY LTD,36161922103,433221922,50404195.0,15121258.0,2021-22,3000
UNISUPER MANAGEMENT PTY LTD,91006961799,263377141,16871283.0,5061385.0,2021-22,3000
UNISYS AUSTRALIA PTY LIMITED,31105642902,186964012,8326773.0,,2021-22,2138
UNITED COLLIERIES PTY LIMITED,67001990209,423324997,,,2021-22,2330
UNITED ENERGY DISTRIBUTION HOLDINGS PTY LTD,15104381660,648881842,,,2021-22,3150
UNITED MALT GROUP LIMITED,61140174189,211476925,,,2021-22,3121
UNITED OVERSEAS BANK LIMITED SYDNEY BRANCH,56060785284,369081111,209538718.0,62861615.0,2021-22,2000
UNITED TERMINALS PTY LTD,73129440955,2597078866,5828179.0,1748454.0,2021-22,3122
UNITI GROUP LIMITED,73158957889,222534067,,,2021-22,5000
UNIVERSAL PICTURES INTERNATIONAL AUSTRALASIA PTY LTD,44122951099,201846539,,,2021-22,2000
UNIVERSAL PROPERTY GROUP PTY LIMITED,98078297748,778078753,92253729.0,27676119.0,2021-22,2145
UNIVERSAL STORE HOLDINGS LIMITED,94628836484,208068499,26597505.0,7979252.0,2021-22,2025
USINCH PTY LIMITED,24060571673,439060462,11137031.0,3257388.0,2021-22,2300
UTILITIES MANAGEMENT PTY LTD,25090664878,298292585,,,2021-22,5035
VALMONT QUEENSLAND PTY LTD,73142183800,397693333,6925420.0,,2021-22,2113
VALVOLINE (AUSTRALIA) PTY LTD,86000446855,228893480,15396789.0,4619037.0,2021-22,2153
VANGUARD INVESTMENTS AUSTRALIA LTD,72072881086,294144577,46580263.0,13932720.0,2021-22,3000
VANTAGE FUELS PTY LTD,24151023040,214961258,1783289.0,445614.0,2021-22,3205
VANTIVE AUSTRALIA PTY LIMITED,69076201619,2808626607,72188753.0,17071642.0,2021-22,2113
VANWARREN PTY LTD,81103861990,323377995,271350985.0,78366593.0,2021-22,3585
VARROCK RESEARCH PTY LTD,65651351843,374100695,2535601.0,760680.0,2021-22,3150
VAX APPLIANCES (AUSTRALIA) PTY LTD,84009099736,989865005,49666156.0,14899847.0,2021-22,3149
VBS INVESTMENTS PTY LTD,95079048972,458696611,260122162.0,70255753.0,2021-22,3141
VEGIE BANDITS PTY LTD,31079441044,446886526,3473397.0,1042019.0,2021-22,6163
VEHICLE DISTRIBUTORS AUSTRALIA PTY LTD,11073668596,134676483,,,2021-22,3170
VELOCITY VEHICLE GROUP TOPCO PTY LTD,76646514141,634764000,26923643.0,8077093.0,2021-22,5010
VENTIA SERVICES GROUP LTD,53603253541,3998864807,15143199.0,3667057.0,2021-22,2060
VENTURA MOTORS PROPRIETARY LIMITED,67004235518,285457785,42577413.0,12773224.0,2021-22,3175
VEOLIA RECYCLING & RECOVERY HOLDINGS ANZ PTY LTD,30070452890,2177322269,387704176.0,113521865.0,2021-22,2009
VEOLIA WATER AUSTRALIA PTY LTD,99061161279,340860493,12909932.0,,2021-22,2009
VERBREC LIMITED,90127897689,125143479,,,2021-22,4000
VERIS LIMITED,80122958178,110209688,,,2021-22,6014
VERIZON AUSTRALIA PTY LIMITED,62081001194,185424519,,,2021-22,2065
VERMILION AUSTRALIA LIMITED PARTNERSHIP,92210617868,150550639,,,2021-22,6000
VERMONT AUS HOLDCO PTY LTD,82626842135,1275514791,107406971.0,10841161.0,2021-22,2067
VERTEX PHARMACEUTICALS (AUSTRALIA) PTY LTD,34160157157,166449961,,,2021-22,2065
VERTIV (AUSTRALIA) PTY LTD,53003469654,140761494,11334457.0,3400337.0,2021-22,2153
VESTAS AUSTRALIAN WIND TECHNOLOGY PTY LIMITED,80089653878,858169496,20822148.0,6246644.0,2021-22,3006
VEYANCE TECHNOLOGIES AUSTRALIA PTY LTD,87125188070,175980836,6769787.0,2030936.0,2021-22,3153
VGI PARTNERS ASIAN INVESTMENTS LIMITED,58635219484,817029171,,,2021-22,2000
VGI PARTNERS GLOBAL INVESTMENTS LIMITED,91619660721,1261559248,30147383.0,7203762.0,2021-22,2000
VGW HOLDINGS LIMITED,36147193511,983245188,538790630.0,155802536.0,2021-22,2000
VIATRIS PTY LTD,29601608771,179512903,14354326.0,4306298.0,2021-22,2000
VICINITY LIMITED,90114757783,228131667,,,2021-22,3145
VICTORIA INTERNATIONAL CONTAINER TERMINAL LIMITED,56164915655,209541083,,,2021-22,3207
VICTORIA POWER NETWORKS PTY LTD,37116940820,1761245755,134996027.0,40034505.0,2021-22,3000
VINCI ENERGIES AUSTRALIA PTY LTD,86602042339,166573656,,,2021-22,3026
VINPAC INTERNATIONAL PTY LIMITED,20008266779,177701165,,,2021-22,5353
VIRBAC (AUSTRALIA) PTY LIMITED,77003268871,132616138,34333222.0,8964247.0,2021-22,2214
VIRGIN AUSTRALIA HOLDINGS PTY LTD,54100686226,2311202028,,,2021-22,4101
VIRTUS HEALTH LIMITED,80129643492,260180516,32782023.0,7831063.0,2021-22,2065
VITA GROUP LIMITED,62113178519,205486740,,,2021-22,2000
VITASOY AUSTRALIA PRODUCTS PTY LTD,18088959835,106900621,4659338.0,,2021-22,3691
VITERRA AUSTRALIA HOLDINGS PTY LTD,81161229867,4403095781,93365559.0,28009668.0,2021-22,3004
VIVA ENERGY GROUP LIMITED,74626661032,16084371083,164681929.0,41449085.0,2021-22,3008
VIVA ENERGY POLYMERS HOLDINGS PTY LTD,74066270237,336585896,31384914.0,8861439.0,2021-22,3008
VMWARE AUSTRALIA PTY LTD,77122677089,417372651,31584408.0,8690772.0,2021-22,2000
VOESTALPINE HIGH PERFORMANCE METALS (AUSTRALIA) PTY LTD,15000013052,123969118,21327642.0,6398293.0,2021-22,2748
VOESTALPINE RAILWAY SYSTEMS AUSTRALIA PTY LTD,71011073108,116670573,9589965.0,2876990.0,2021-22,2000
VOLKSWAGEN FINANCIAL SERVICES AUSTRALIA PTY LTD,20097071460,339626148,148001847.0,44400554.0,2021-22,2190
VOLKSWAGEN GROUP AUSTRALIA PTY LTD,14093117876,2032252910,103177775.0,30953332.0,2021-22,2017
VOLVO CAR AUSTRALIA PTY LIMITED,18004830611,520859429,18307125.0,5492138.0,2021-22,2113
VOLVO GROUP AUSTRALIA PTY LTD,27000761259,1321799349,81971134.0,24268558.0,2021-22,4076
VOSSLOH AUSTRALIA PTY LTD,52100797699,163454817,19907114.0,5972134.0,2021-22,2000
VOYAGE AUSTRALIA HOLDINGS PTY LIMITED,31648328803,1342097614,,,2021-22,3000
VR AUSTRALIA HOLDINGS PTY LTD,41605041530,148722649,36116601.0,10834980.0,2021-22,2603
VRG HOLDCO PTY LTD,16642854313,431994082,,,2021-22,3000
VULCAN STEEL PTY LTD,61100061283,567433148,80493715.0,24148114.0,2021-22,3175
WALKER GROUP HOLDINGS PTY LIMITED,81001215069,1408833356,2830027.0,,2021-22,2000
WAM ACTIVE LIMITED,49126420719,213892155,,,2021-22,2000
WAM GLOBAL LIMITED,76624572925,538559548,4172546.0,1250867.0,2021-22,2000
WAM LEADERS LIMITED,33611053751,7136492732,208271734.0,37609135.0,2021-22,2000
WAM MICROCAP LIMITED,34617838418,580164741,30414761.0,6810704.0,2021-22,2000
WAM RESEARCH LIMITED,15100504541,455259036,20747228.0,4726975.0,2021-22,2000
WAM STRATEGIC VALUE LIMITED,24649096220,137212781,15501031.0,2079601.0,2021-22,2000
WAMBO COAL PTY LTD,13000668057,576948791,139582257.0,41684671.0,2021-22,2330
WARMOLL FOODS PTY LTD,49152503092,296683543,18281589.0,5484477.0,2021-22,2340
WARNER BROS. ENTERTAINMENT AUSTRALIA PTY LTD,70003773411,428796445,,,2021-22,2065
WASHINGTON H. SOUL PATTINSON AND COMPANY LIMITED,49000002728,971094864,660029298.0,46504067.0,2021-22,2000
WCX STATE WORKS CONTRACTOR PTY LTD,65624154089,242058861,,,2021-22,2000
WEBER-STEPHEN PRODUCTS CO. (AUSTRALIA) PTY LTD,18006305237,153543914,6958154.0,2087446.0,2021-22,5067
WEBUILD S.P.A.,83159573896,148786355,,,2021-22,6000
WEIR GROUP (AUSTRALIAN HOLDINGS) PTY LTD,57090873117,709982580,91203374.0,21017949.0,2021-22,2064
WELLINGTON MANAGEMENT AUSTRALIA PTY LTD,19167091090,113419105,12132584.0,3639775.0,2021-22,2000
WENGFU AUSTRALIA PTY LTD,31141160581,485195518,11388859.0,3416658.0,2021-22,3207
WESFARMERS LIMITED,28008984049,35304361934,3055694521.0,866047812.0,2021-22,6000
WESSEL PETROLEUM PTY. LTD.,46054320991,278076182,4358660.0,1089665.0,2021-22,4670
WEST END MOTOR GROUP PTY. LIMITED,30001988450,202717716,6410273.0,1922979.0,2021-22,2151
WESTCON GROUP PTY LTD,77050539672,328312363,4611251.0,1223736.0,2021-22,2064
WESTERN AREAS LIMITED,68091049357,363444568,27888432.0,8366530.0,2021-22,6005
WESTERN AUSTRALIAN MEAT MARKETING CO-OP LTD,54048449698,261049871,5817603.0,1609920.0,2021-22,6004
WESTERN AUSTRALIAN SPECIALTY ALLOYS PTY LTD,14053910188,129906017,17838583.0,5351575.0,2021-22,6155
WESTERN SUBURBS (N'CLE) LEAGUES CLUB LTD,24000973919,135131775,,,2021-22,2305
WESTERN UNION FINANCIAL SERVICES (AUSTRALIA) PTY LIMITED,77082282773,143354040,3409380.0,1022814.0,2021-22,2000
WESTFIELD CORPORATION LIMITED,12166995197,203581941,,,2021-22,2000
WESTGOLD RESOURCES LIMITED,60009260306,677196916,,,2021-22,6000
WESTLAB HOLDINGS PL,87606525348,534806799,98291555.0,29487466.0,2021-22,3355
WESTON ALUMINIUM PTY LTD,91075245108,239015096,11796924.0,3518903.0,2021-22,2067
WESTPAC BANKING CORPORATION,33007457141,35155456580,7395304855.0,2212417027.0,2021-22,2000
WESTROCK PACKAGING SOLUTIONS PTY LTD,59003986472,101204411,,,2021-22,2754
WEWORK AUSTRALIA PTY LTD,25607522510,107550670,,,2021-22,2000
WH MCCARTHY PTY LTD,73000004893,437897068,1150411.0,345123.0,2021-22,3149
WHITE STRIPE FOODS PTY LTD,44105781977,113877599,4080072.0,1224022.0,2021-22,2086
WHITEHAVEN COAL LIMITED,68124425396,4976063728,1858649143.0,545634749.0,2021-22,2000
WICET HOLDINGS PTY LTD,26131210001,477810663,7514984.0,,2021-22,4000
WILEY & CO PTY. LTD.,40010604869,225289948,3779108.0,1133732.0,2021-22,4102
WILEY PUBLISHING AUSTRALIA PTY LTD,48085710952,112683848,28343462.0,8236281.0,2021-22,3000
WILKINSON HOLDINGS AUSTRALIA PTY LTD,85108448228,277877198,,,2021-22,3166
WILLIAM ADAMS INDUSTRIES PTY LTD,58108367997,219611070,3370943.0,1011283.0,2021-22,3168
WILLIAM ADAMS PTY. LTD.,72009569493,546618261,33429852.0,10028956.0,2021-22,3168
WILLIS TOWERS WATSON AUSTRALIA HOLDINGS LIMITED,98112435079,236739539,86280947.0,24883416.0,2021-22,2000
WILMAR AUSTRALIA HOLDINGS PTY LIMITED,79144972743,1729007963,6883436.0,,2021-22,2113
WILMAR GF HOLDINGS AUSTRALIA PTY LTD,55600457430,997187884,24778317.0,4426791.0,2021-22,2113
WILMAR TRADING (AUSTRALIA) PTY LTD,58128080455,1116830182,18039305.0,5249776.0,2021-22,4076
WILSON PARKING AUSTRALIA 1992 PTY LTD,67052475911,911976856,,,2021-22,6000
WIN CORPORATION PTY LTD,43000737404,230798090,144538.0,,2021-22,2500
WINDFIELD HOLDINGS PTY LTD,60160456164,707933385,250275307.0,72882362.0,2021-22,6000
WINNING APPLIANCES PTY LIMITED,94002193688,892290508,18035061.0,5410518.0,2021-22,2017
WIPRO LIMITED,18093961936,364164608,38642000.0,11592600.0,2021-22,3124
WIRRAWAY MOTOR COMPANY PTY LTD,51155882081,102767947,4285447.0,1285634.0,2021-22,3041
WISETECH GLOBAL LIMITED,41065894724,466926099,153199654.0,27115265.0,2021-22,2015
WISEWAY GROUP LIMITED,26624909682,116029641,,,2021-22,2200
WITRON AUSTRALIA PTY LTD,25627864126,184153670,3991751.0,1197525.0,2021-22,2000
WOLLONGONG RESOURCES PTY LTD,28111244896,144578404,,,2021-22,2518
WOOD GROUP AUSTRALIA PTY LTD,51101049076,512144244,,,2021-22,6000
WOODSIDE ENERGY GROUP LTD,55004898962,10134114470,1912032762.0,176911482.0,2021-22,6000
WOODWARD FOODS AUSTRALIA PTY LTD,93623470575,289096509,1128213.0,338464.0,2021-22,3585
WOOLNORTH WIND FARM HOLDING PTY LTD,91154051617,118039696,30316736.0,9095021.0,2021-22,7250
WOOLWORTHS GROUP LIMITED,88000014675,58136662436,1610082986.0,460957826.0,2021-22,2153
WORKPAC GROUP PTY LTD,61633330060,1197389998,,,2021-22,4006
WORLEY LIMITED,17096090158,1458653948,40352149.0,,2021-22,2000
WORMALD AUSTRALIA PTY LTD,80008399004,262993169,9682843.0,2904853.0,2021-22,2060
WORMALL CIVIL PTY LTD,60162970863,254800392,12898.0,3869.0,2021-22,6122
WPP AUNZ LIMITED,84001657370,733177229,40222328.0,9949478.0,2021-22,2060
WS AUDIOLOGY ANZ PTY LTD,30009163419,122641025,5375929.0,1612594.0,2021-22,4064
WSP AUSTRALIA HOLDINGS PTY LTD,90169545395,835788715,79640972.0,19875449.0,2021-22,2000
WT FINANCIAL GROUP LIMITED,87169037058,103629537,,,2021-22,2000
WURTH AUSTRALIA PTY LTD,48002487096,158236410,9783916.0,2935175.0,2021-22,3175
WX TRADING PTY LTD,38624673141,12701773466,,,2021-22,2612
WYNDHAM DESTINATIONS ASIA PACIFIC PTY LTD,30090083613,168675354,32694220.0,9166596.0,2021-22,4217
XERO AUSTRALIA PTY LIMITED,89124215247,291935782,45149891.0,6928392.0,2021-22,3122
XL INSURANCE COMPANY SE,36083570441,1024819887,527783.0,,2021-22,2000
XPANSIV LIMITED,34610645148,213484978,,,2021-22,2000
XYLEM AUSTRALIA HOLDINGS PTY LTD,89162495070,225331387,22179124.0,6653737.0,2021-22,2766
YAMAHA MOTOR AUSTRALIA PTY LIMITED,88002556989,485509359,39718323.0,11915497.0,2021-22,2164
YAMAHA MUSIC AUSTRALIA PTY LTD,84004259527,101030835,7912621.0,2373786.0,2021-22,3006
YANCOAL AUSTRALIA LIMITED,82111859119,5755563092,18287807.0,,2021-22,2000
YANG KEE GROUP (AUSTRALIA) PTY LTD,28615582093,161048441,2979841.0,888627.0,2021-22,3026
YARA AUSTRALIA PTY LIMITED,77076301221,715202155,,,2021-22,4000
YARA PILBARA NITRATES PTY LTD,33127391422,187832624,,,2021-22,6000
